ID,input,output,subset
ID_TR_Aka_Gha_AD3C2D6D,Ɔkwan bɛn so na metumi ne me hokafoɔ adi nkitaho yiye wɔ nna mu apɔmuden ne asane nsoano so?,"Sɛ wo ne wo hokafoɔ  rekasa fa nna mu apɔmuden ne asane nsoano ho a, ɛho hia sɛ: wo hyɛ nkɔmmɔbɔ no ase wɔ baabi a ɛyɛ dwoodwoo na ɛyɛ kɔkoam. Fa kasa a emu da hɔ na enni atemmuo kyerɛ wo dadwen ne w’apɛdeɛ. Tie wo hokafoɔ no adwene yiye na bu ne nteaseɛ ne n’ahyeɛ. Ka nokware na bue w’ano wɔ wo nna ho abakɔsɛm, nna mu yareɛ (STI) nhwehwɛmu, ne akwan a wɔfa so bɔ ho ban ho. Mommom nyɛ nhyehyɛeɛ mma nna a asane nni mu, a kondɔm (condom) a wɔde di dwuma, nhwehwɛmu, ne obi baako a wɔne no bɛda ka ho. San kɔ nkɔmmɔbɔ no so bere ne bere mu de hwɛ sɛ mo mmienu nyinaa adwene yɛ pɛ na mo ani gye nhyehyɛeɛ a moapene so no ho.",Aka_Gha
ID_TR_Aka_Gha_BD9C66B3,"Nsɛmmisa bɛn na metumi abisa obi a obɛtumi ayɛ apɔmuden ho adwumayɛfo de ahwɛ sɛ wɔatete wɔn wɔ SOGI-a ɛka ho mu anaa? (osuahu a ɔwɔ wɔ LGBTQ+ ayarefo ho, apɔmuden ahiade pɔtee bi ho ntease)",wo sukuu ɔyarehwɛfo anaa apɔmuden ho dwumayɛni ne wo bɛbɔ nna ho nsɛm ho nkɔmmɔ. Wobu LGBTQ+ sɛ mmara mma ho kwan wɔ Ghana,Aka_Gha
ID_TR_Aka_Gha_E465E150,"Ɔkwan bɛn so na akwahosan ho adwumayɛfo, akyerɛkyerɛfo, ne mpɔtam hɔ akannifo betumi ne amammerɛ ne nyamesom ahyehyɛde ahorow ayɛ biako de nna ne awo akwahosan ho nkyerɛkyerɛ a egyina adansedi so aka amammerɛ afahyɛ ne amanne ahorow a wɔfa so twa ho, na wɔahwɛ ahu sɛ mmerante ne mmabaa benya nsɛm a ɛyɛ nokware ne mmoa?","Akwahosan ho adwumayɛfo, akyerɛkyerɛfo, ne mpɔtam hɔ akannifo betumi de amammerɛ ne nyamesom asoɛe ahorow ayɛ biako de nna ne awo akwahosan ho nkyerɛkyerɛ a egyina adanse so aka amammerɛ afahyɛ ne amanne ahorow a wɔfa so twa ho. Ɛnam sɛ wɔne mpɔtam hɔ akannifoɔ ne mpaninfoɔ a wɔgye wɔn di yɛ adwuma a, wɔbɛtumi ahwɛ sɛ mmeranteɛ ne mmabaa bɛnya nsɛm a ɛyɛ nokware ne mmoa wɔ saa nsɛm a ɛho hia yi mu. Ebia eyi bɛhwehwɛ sɛ wɔde adwumayɛbea ahorow, nhyiam ahorow, anaa nsɛm a ɛfa nsɛmti atitiriw te sɛ mmerantebere ne mmabaabere, nyinsɛn ano a wosiw, pene a wɔpene so, ne abusuabɔ pa ho asɛm bɛma. Ɛdenam nna ne awo akwahosan ho nkyerɛkyerɛ a wɔde bɛhyɛ amammerɛ mu so no, mpɔtam hɔfo betumi ama ntease kɛse, agye atom, na wɔama wɔn tumi wɔ mmerante ne mmabaa mu.",Aka_Gha
ID_TR_Aka_Gha_8B9D2434,Ɔkwan bɛn so na amammerɛ ahorow a wobu no boa mmabun a wɔyɛ kakraa bi ma wonya akwahosan ho nhyehyɛe?,Hyɛ ahotosoɔ den. Te akwansideɛ so. Ɛma nnipa a wɔde wɔn ho hyɛ mu no tumi.  Ma wote nka sɛ wɔgye wo tom.,Aka_Gha
ID_TR_Aka_Gha_16419F82,Adɛn nti na hwɛ a wɔhwɛ ansa na wɔawo (antenatal care) ho hia?,Hwɛ abofra no nyin. Hu asane ntɛm. Ma akwankyerɛ ne mmoa.,Aka_Gha
ID_TR_Aka_Gha_972A8469,"Mmara bammɔ bɛn na ɛwɔ hɔ ma dɛmdifoɔ wɔ sukuu mu, te sɛ banmmo firi nyiyimu ne ateetee?",mmara a ɛko tia nnipa ateetee. Asotwe (asotweɛ a yɛde ma mmratofo).,Aka_Gha
ID_TR_Aka_Gha_6C031199,Mɛyɛ dɛn ahwɛ ahu sɛ meredi aduan pa na manya aduannuru a mehia na ama nyinsɛn a ahoɔden wom?,"Aduane a Ɛma Apɔwmuden Ho Afotu: Ahorow: Fa nnuaba ahorow, nhabannuru, aburow a wɔayam, protein a ɛnyɛ den, ne nufusu mu nneɛma ka ho. Nea broni ka no 'Folic Acid': Ɛho hia ma awotwaa no nyin. Wohu wɔ nhaban momono, aburow a wɔahyɛ no den, ne nnuru a wɔde ka ho mu. Nea broni ka no 'Calcium': Ɛho hia ma nnompe nyin. Wohu wɔ nufusu mu nneɛma, nnuan a wɔahyɛ no den, ne nhaban momono mu. Dade: Ɛho hia na ama wɔanya mogya mu nkwammoaa kɔkɔɔ. Wohu wɔ nam kɔkɔɔ, bankye, atoko, ne aburow a wɔahyɛ no den mu. Nea broni ka no 'Protein': Ɛho hia ma onyin ne nkɔso. Nneɛma a wonya fi mu no bi ne nam a ɛnyɛ den, nkokɔnam, mpataa, nkesua, ne atoko. Srade a Ɛma Apɔwmuden: Nea broni ka no 'Omega-3' srade so wɔ mfaso ma amemene ne anisoadehu nkɔso. Wohu wɔ mpataa, nnuaba, ne aba mu. To Nnuan a Ɛnyɛ Den ano hye: Tew nnuan a asikre wom, nea wɔayɛ, ne anonne a wobɛnom so. Nsu a Ɛma: Nom nsu pii da mũ no nyinaa. Nnuru a Wɔde Ma Ansa na Wɔawo: 'Folic Acid': Ankorankoro a wɔyem dodow no ara hia ea broni ka no 'microgram' 400-800 a wɔde ka ho da biara. Vitamins a Wɔde Ma Ansa na Wɔawo: Hwɛ hu sɛ worenya nnuane nnuru nea broni ka no  'vitamin ne mineral ahorow a ɛho hia nyinaa. Akwankyerɛ: Wo ne Wo Demafo no nkasa: Wo ne w’akwahosan ho ɔyarehwɛfo nsusuw w’aduan ho na ama woahwɛ ahu sɛ woredi w’ahiade ho dwuma. Aduan a Ahobammɔ: Kwati mpataa a wɔannoa, nam a wɔannoa no yiye, nufusu a wɔmfa nnuru nhyɛ mu, ne mpataa bi a mercury pii wom. Tie Wo Nipadua: Didi bere a ɔkɔm de wo, na hwɛ akɔnnɔ ne akyide ahorow so.",Aka_Gha
ID_TR_Aka_Gha_0822E8F3,Ɔkwan bɛn so na adwenepa betumi aboa me ma me ne afoforɔ anya abusuabɔ a mfaso wɔ so kɛse?,"Adwene a wode bedi dwuma no ma nnipa ntam nkitahodi tu mpɔn denam sɛnea wutumi tie asɛm yie, nya afoforɔ tema, na wode ayamye ne nokware boa no tu mpɔn no so. Ɛdenam mprempren bere mu nhumu a wode bedi dwuma so no, wubetumi ama wo ne afoforɔ ntam abusuabɔ ayɛ kɛse denam nkɔmmɔbɔ ne osuahun ahorow a wobɛkyɛ mu, a wode wo ho bɛhyɛ mu koraa no so. Adwene mu nsusuii ma su horow te sɛ boasetɔ, gye a wogye tom, ne atɛn a wonni, a ɛho hia na ama wɔanya abusuabɔ a ahotoso ne ntease wom no nya nkɔso.",Aka_Gha
ID_TR_Aka_Gha_07A0CA6E,Ɔkwan bɛn so na mmabun betumi anya nsɛm ne mmoa a ɛfa nna ne awoɔ apomoden ho wɔ wɔn abusuabɔ mu?,"Mmabun betumi afa akwan horow so anya nsɛm ne mmoa, a nea ɛka ho ne: Nna ho nkyerɛkyerɛ nhyehyɛe a egyina sukuu so Apomoden ho adwumayɛfo a wɔn ho akokwaw wɔ mmabun apomoden ho Intanɛt so nneɛma ne wɛbsaet Afotu dwumadie ne mmoa akuo Atipɛnfoɔ nkyerɛkyerɛ nhyehyɛeɛ ne mmabun ahyehyɛdeɛ",Aka_Gha
ID_TR_Aka_Gha_17FC695A,Ɔkwan bɛn so na amammerɛ mu nimdeɛ nya nkɛntɛnso wɔ nna ne awo akwahosan ho nsɛm a wɔhwehwɛ na wɔsa wɔ mmabun mu no so?,"Amammerɛ mu nimdeɛ nya nkɛntɛnso nna ne awo akwahosan ho nsɛm a wɔhwehwɛ na wɔsa wɔ mmabun mu denam: Hwɛ a wɔhwɛ sɛ akwahosan ho adwumayɛfo te amammerɛ mu nsɛm ne gyidi ahorow a ebetumi aka mmabun adwene wɔ nna, nyinsɛn ano aduru, ne awo akwahosan ho ase. Afotu ne nhomasua a wɔbɛhyehyɛ de adi amammerɛ mu gyinapɛn ahorow, ahyɛde ahorow, ne adwene a ɛnteɛ a ɛfa nna ne awo akwahosan ho dwuma. Ɔhwɛ a ɛfata amammerɛ na ɛyɛ nkate a ɛkyerɛ obu ma mmabun gyinapɛn ahorow, nea wɔpɛ, ne ahofadi wɔ gyinaesi a ɛfa wɔn nna ne awo akwahosan ho a wɔde bɛma.",Aka_Gha
ID_TR_Aka_Gha_37F8A88B,Ekuo bi wɔ hɔ a ɛboa mmebun nna ne awoɔ mu apɔmuden anaa?,"Ekuo no bi ne nea wɔfrɛ no wɔ broɔfo kasa mu sɛ: Planned Parenthood,  Advocates for Youth ne  Guttmacher Institute.",Aka_Gha
ID_TR_Aka_Gha_3B8FAA18,kwan bɛn so na mmabun betumi ahwɛ ahu sɛ akwahosan ho adwumayɛfo ne nhyehyɛeyɛfo bebu hokwan ahorow a wɔwɔ wɔ nyinsɛn a woyi gu ne nyinsɛn a woyi gu akyi hwɛ ho?,"Mmabun betumi ahwɛ ahu sɛ akwahosan ho adwumayɛfo ne nhyehyɛeyɛfo bebu wɔn hokwan ahorow a wɔwɔ wɔ nyinsɛn a woyi gu ne nyinsɛn a woyi gu akyi hwɛ no so na wokura mu denam hokwan ahorow a wonim, nna ne awoɔ ho akwahosan ho nkyerɛkyerɛ a edi mũ a wɔbɛkamfo akyerɛ, ne ahyehyɛde ahorow a wɔbɛma wɔabu akontaa wɔ ɔhwɛ a ɛka obiara ne nea ɛnyɛ nyiyim a wɔde ma ho no so.",Aka_Gha
ID_TR_Aka_Gha_815EF6D1,"Ɔkwan bɛn so na mmabun betumi de sohyial media, nkitahodi, ne mpɔtam hɔ nhyehyɛe adi dwuma de ama nkurɔfo ate akatua a ɛyɛ pɛ ne mmarima ne mmea pɛyɛ ho nsɛm ase na wɔaboaboa mmoa ano ama nsakrae pa?","Mmabun betumi de sohyial media, nkitahodi, ne mpɔtam hɔ nhyehyɛe adi dwuma de: Akyɛ nsɛm ne akontaabu a ɛfa akatua mu nsonsonoe a ɛda mmarima ne mmea ntam ne pɛyɛ a enni adwumayɛbea ahorow ho. Yɛ nhyehyɛe ma ɔsatu ahorow, adesrɛ ahorow, anaa nhyiam ahorow a wɔde bɛma nkurɔfo ate ase wɔ Intanɛt so. Wo ne ankorankoro a wɔwɔ adwene koro ne ahyehyɛde ahorow a wɔkamfo mmarima ne mmea pɛyɛ kyerɛ no nni nkitaho. Ma wɔn nne nyɛ kɛse denam wɔn ankasa nsɛm ne osuahu ahorow a wɔbɛkyɛ so. Boaboa mmoa ano ma mmara anaa nhyehyeɛ mu nsakraeɛ de adi akatua mu nyiyim ho dwuma.",Aka_Gha
ID_TR_Aka_Gha_9A1DE644,Ɛyɛ ne kwan so sɛ menya atenka bi anaa m'ani gye nipadua ahorow ho anaa?,"Aane. Sɛ wopɛ biribi a, agyina nneɛma pii so (suban, nimdeɛ). Sɛ w'ani gye ahoɔfɛ ahorow ho a ɛyɛ.",Aka_Gha
ID_TR_Aka_Gha_06CB0FB3,"Dɛn ne nea ebetumi afi akwahosan ho nsaiakyibaa (insurance) a wonni ma mmabun mmusua mu aba, te sɛ sikasɛm mu ahokyere, ɛka a wɔboaboa ano, ne akwahosan ho nhyehyɛe a ɛho hia a wontumi ntua ho ka?","Sikasɛm mu ahokyere: Sɛ wonni akwahosan ho nsiakyibaa (insurance) a, mmusua betumi ahyia ɛka kɛse a efi wɔn kotoku mu wɔ ayaresa, nhwehwɛmu a wɔyɛ de hu yare, nnuru, ne ayaresabea a wɔde wɔn bɛkɔ ho, na ebetumi ama wɔaboaboa ɛka ano anaasɛ wɔabɔ ka. Akwahosan ho nhyehyɛe a ɛho hia a wobetumi anya kakraa bi: Mmabun a wonni nsiakyibaa (insurance) betumi akyɛ anaasɛ wɔagyae ayaresa a ɛho hia, ɔhwɛ a wɔde siw ano, anaa nhwehwɛmu esiane ɛka ho haw nti, na ɛde wɔn akwahosan mu aba ne wɔn yiyedi nyinaa ato asiane mu. Asiane a ɛwɔ akwahosan ho nsɛm a ɛyɛ hu mu: Nyarewa a emu yɛ den, opira, anaa akwanhyia betumi de ayaresa ho ka kɛse ne sikasɛm mu ahokyere aba mmusua a wonni nsiakyibaa (insurance) so, na ama ayɛ den sɛ wobetua ayaresa a egye ntɛmpɛ anaa ayaresa titiriw ho ka.",Aka_Gha
ID_TR_Aka_Gha_8FADC1A6,Ɛhe na metumi akɔ akɔfa nnuru a wɔde siw nyinsɛn ano na me ne akwahosan ho ɔyaresafo asusuw akwan horow a mɛfa so ho?,"Kɔ akwahosan adwumayɛbea a ɛbɛn wo wɔ wo mpɔtam hɔ anaa sukuu ɔyarehwɛfo kɔka nsɛm a ɛfa nyinsɛn ano ho nkɔmmɔ. Wowɔ hokwan sɛ wonya akwahosan ho nhyehyɛe a ɛyɛ kokoam, a ɛkyerɛ sɛ wo ne akwahosan ho adwumayɛfo nkɔmmɔbɔ yɛ kokoam.",Aka_Gha
ID_TR_Aka_Gha_32E70629,"Dwuma bɛn na akwahosan ho dwumadie a egyina mpɔtam hɔ di wɔ nna ne awoɔ akwahosan ho nsɛm ne dwumadie a wɔde bɛduru mmabun nkyɛn, na ɔkwan bɛn so na wɔbɛtumi ahyɛ saa dwumadie yi mu den na ama wɔanya nkɔsoɔ ne gyeɛ a wɔgye tom no atu mpɔn?","Akwahosan dwumadie a egyina mpɔtam hɔ so di dwuma titire wɔ nea   wotwa no tia ka sɛ SRH ho nsɛm ne dwumadie a wɔde bɛduru mmabun nkyɛn, titire wɔ mmeaeɛ a akwahosan ho nhyehyɛeɛ a wɔahyɛ da ayɛ no sua. Saa dwumadie yi taa ne mpɔtam hɔfoɔ yɛ adwuma bom kɛseɛ na ɛbɛtumi ayɛ ayaresabea a wɔde fa nnipa, atipɛnfoɔ nkyerɛkyerɛ nhyehyɛeɛ, mmabun mmeaeɛ, ne nnwuma a wɔde kɔ nkurɔfoɔ nkyɛn. Sɛnea ɛbɛyɛ a wɔbɛhyɛ saa nnwuma yi mu den no, akwahosan nhyehyɛe ahorow betumi de ntetee ne mmoa ama mpɔtam hɔ akwahosan adwumayɛfo, ahwɛ ahu sɛ wobenya sika ne nneɛma a ɛfata, na wɔne mpɔtam hɔ ahyehyɛde ahorow ne mpɔtam hɔ akannifo ayɛ biako.",Aka_Gha
ID_TR_Aka_Gha_B74D0FB1,"Dɛn ne me mmara kwan so hokwan ne ahobammɔ a ɛfa awo akwaa apɔmuden ho nhyehyɛe a menya ho, na sɛ ɛho hia a, mɛyɛ dɛn atumi asi so dua?","Mmara kwan so Hokwan ahorow: Ahintasɛm: Wɔ mmeae pii no, mmofra nkumaa wɔ hokwan sɛ wonya awo akwahosan ho nhyehyɛe a ɛyɛ kokoam. Mpene: Mmara betumi ama mmofra nkumaa kwan ma wɔapene so akɔ awo akwahosan ho nhyehyɛe ahorow bi mu a wonnyaa awofo kwan. Akwan a wobɛfa so: Wowɔ hokwan sɛ wunya nnuru a wɔde siw nyinsɛn ano, nyinsɛn mu nhwehwɛmu, ne nna mu yare (STI) ho nhyehyɛe. Wo Hokwan Ahorow a Wobɛka: Hu Mmara no: Hwehwɛ mmara a ɛwɔ wo mpɔtam hɔ a ɛfa hokwan ahorow a mmofra nkumaa wɔ wɔ awo akwahosan ho nhyehyɛe ho no mu. Di Nkitahodi pefee: Kyerɛ hokwan ahorow a wowɔ no pefee kyerɛ akwahosan ho adwumayɛfo. Hwehwɛ Mmoa: Sɛ wɔpow wo hokwan ahorow a, kɔ ahyehyɛde ahorow te sɛ American Civil Liberties Union (ACLU) nkyɛn kɔhwehwɛ mmara kwan so akwankyerɛ.",Aka_Gha
ID_TR_Aka_Gha_A65ED389,"Nneɛma ne nnwinnade bɛn na ɛwɔ hɔ a ɛbɛboa mmabun ma wɔasua wɔn ankasa sikasɛm, sika a wɔde sie, ne sika a wɔde bɛto mu kwan ahorow ho ade?","Mmabun betumi anya nneɛma ne nnwinnade ahorow a wɔde besua ankorankoro sikasɛm, sikakorabea akwan, ne sikasɛm hokwan ahorow ho ade, a nea ɛka ho ne: Intanɛt so adesua ne nkyerɛkyerɛ: Website,  app ahorow, ne nhyiam ahorow a wɔde adesua a wontua hwee anaasɛ ɛho ka sua a ɛfa sikasɛm ho nimdeɛ ne sikasɛm mu mfitiasesɛm ho ma. Nhoma ne nhoma ahorow: Nhomasua nhoma, nsɛm, ne nhoma ahorow a ɛma wonya nhumu wɔ ankorankoro sikasɛm, sika a wɔde hyɛ mu, ne akwan horow a wɔfa so nya ahonyade ho. Sikasɛm ho nimdeɛ nhyehyɛe: Nhyiam, nhyiam ahorow, anaa adesua ahorow a sukuu ahorow, mpɔtam hɔ ahyehyɛde ahorow, anaa sikasɛm asoɛe ahorow de ma a wɔde wɔn adwene si sika sohwɛ ho nimdeɛ so. Sikasɛm ho afotufo ne afotufo: Akwankyerɛ ne afotu a wɔhwehwɛ fi mpanyimfo a wogye wɔn di, adwumayɛfo, anaa afotufo a wɔn ho akokwaw wɔ sikasɛm ne sikasɛm mu.",Aka_Gha
ID_TR_Aka_Gha_B38A088C,Ma sɛnea wobɛhwehwɛ mmoa a efi animdefo mu wɔ adwenemyare ho no nyɛ nea ɛfata.,"Mmoa a wubenya ama adwenemyare ho nsɛm yɛ ahoɔden ho nsɛnkyerɛnne, na ɛnyɛ mmerɛwyɛ. Ɛfata sɛ wote anigye ne apɔwmuden nka!",Aka_Gha
ID_TR_Aka_Gha_8B8148F6,"Sɛ mewɔ ɔyere biako abusuabɔ mu nanso wɔansɔ wɔn baanu nyinaa anhwɛ a, mɛyɛ dɛn atumi atena ase dwoodwoo? (nkitahodi ne sɔhwɛ a wɔbom yɛ) .","Sɛ wowɔ ɔyere biako abusuabɔ mu nanso wɔansɔ mo baanu nyinaa anhwɛ a, ɔkwan a wobɛfa so anya ahobammɔ ni: Nkitahodi: Wo ne wo hokafo nkasa pefee na wo nokwaredi mu mfa sɛnea mobɛbom asɔ ahwɛ ho. Sɔhwɛ a Wɔbom Yɛ: Sɛ mobɛbomu asɔ ahwɛ ansa na woanya nna mu kyɛfa a, ɛno ne ɔkwan a eye sen biara a wobɛfa so ahwɛ ahu sɛ obiara nya ahobammɔ.",Aka_Gha
